,시간,내용,송출지역
53,2020/08/16 13:48:16,"[평택시청] 코로나19, 182번째 확진자 발생(70대 여성/신장동), 177번 확진자(서울 사랑제일교회 예배참석) 가족, 역학조사 결과 홈페이지 공개 예정임.

",경기도 평택시
54,2020/08/16 13:48:59,"[구례군청] 5일시장 상인회 사무실 앞에 LG와 삼성 부스를 운영중입니다. 이번 홍수로 동 제조사의 전자제품 피해를 입은 수해민들께서는 적극 이용 바랍니다.

",전라남도 구례군
55,2020/08/16 13:52:06,"[의성군청] 서울·경기지역 코로나19 확진자 증가에 따라 해당지역 방문자는 자가모니터링을 하시고, 유증상자는 보건소에서 진담검사를 받으시기 바랍니다.

",경상북도 의성군
56,2020/08/16 13:53:13,"[태안군청] 수도권 교회 관련 다수의 확진자가 발생하는 상황이오니 교류 자제를 권고드리며, 감염 차단을 위해 외출 시 마스크를 착용하시기 바랍니다.

",충청남도 태안군
57,2020/08/16 13:58:39,"[동래구청] 코로나19 동래구 확진자 1명 발생(부산 206번). 동선은 역학조사 후 동래구청 홈페이지 게시. 마스크 착용 등 방역수칙 준수 부탁드립니다.

",부산광역시 동래구
58,2020/08/16 14:02:51,"[함양군청] 폭염경보 발효중입니다. 자주 물마시기, 무더위쉼터이용, 그늘에서 충분한 휴식, 한낮에는 야외활동을 자제 등 안전에 각별히 주의해 주세요.

",경상남도 함양군
59,2020/08/16 14:03:28,"[무안군청] 수도권(서울,경기) 및 광주광역시 코로나19 감염확산에 따라 타지역 방문을 자제하시고, 마스크 착용, 거리두기 실천 등 개인 방역수칙 준수 바랍니다.

",전라남도 무안군
60,2020/08/16 14:05:13,"[도봉구청] 81번,84번,85번(타구확진자 접촉자관련), 82번,83번(성북사랑제일교회 관련) 확진자 발생, 역학조사결과 및 조치사항 홈페이지 공개 예정입니다.

",서울특별시 도봉구
61,2020/08/16 14:05:40,"[진도군청]8.12.~8.15. 광주서구에 위치한 노래방(유흥시설) 방문자는 보건소(540-6074)로 즉시 상담바라며 휴가철 개인방역 수칙 철저히 준수 바랍니다

",전라남도 진도군
62,2020/08/16 14:06:40,"[대구광역시] 금일 우리지역에 폭염경보 발효 중. 무더위가 심한 오후시간대에는 야외활동 및 심한 운동을 자제하시고, 충분한 물마시기와 휴식을 취하시기 바랍니다.

",대구광역시 전체
63,2020/08/16 14:14:00,"[동래구청] 코로나19 신규확진자 증가로 인해 타지방 방문객과 접촉 최소화, 다중이용시설 방문 자제, 개인 방역을 철저히 하여 주시기 바랍니다.

",부산광역시 동래구
64,2020/08/16 14:20:54,"[구례군청] 현재 구례군에 폭염경보 발효중입니다. 수해복구중인 주민과 자원봉사자들께서는 자주 물 마시기, 주기적인 휴식 등 안전에 유의하며 작업해주시기 바랍니다.

",전라남도 구례군
65,2020/08/16 14:20:55,"[남원시] 폭염경보 지속중, 한 낮 야외활동 자제, 물마시기, 작업장 안전수칙 지키기, 가축관리 등 안전에 유의하시기 바랍니다.

",전라북도 남원시
66,2020/08/16 14:23:50,"[용산구청]8.11.(화) 05:00~12:00,보광동신호찜질사우나 이용 주민께서는 용산보건소에서 코로나19 검사를 받으시기 바랍니다.(☎ 2199-8373~6)

",서울특별시 용산구
67,2020/08/16 14:26:47,"[안양시청] 8월13일 시외버스터미널(안양↔당진 기지시) 왕복이용자 중
증상발현 시 관할보건소에서 검사요망 blog.anyang.go.kr/222062095656

",경기도 안양시
68,2020/08/16 14:31:08,"[순창군청]폭염경보 지속 중. 한 낮 야외활동 및 심한 운동 자제, 작업장 안전수칙 지키기, 충분한 물마시기 등 안전에 유의하시기 바랍니다.

",전라북도 순창군
69,2020/08/16 14:31:53,"[함평군청] 온열질환대비철저!
1.물 충분히 마시기 2.무더위 쉼터 이용하기 3.실외 작업 자제하기 등 건강에 특히 유의바랍니다.

",전라남도 함평군
70,2020/08/16 14:41:40,"[화순군청] 광주225번 확진자 추가 동선 알려드립니다. ① 8.12(수) 21:05 ~ 8.13(목) 01:56 오라오라유흥주점(상무점)

",전라남도 화순군
71,2020/08/16 14:42:24,"[화순군청] ②8.13(목) 03:06~03:45 유토피아노래홀(상무점) → 03:45~07:00 바티칸(상무점) → 22:28~22:54 BMW유흥주점(상무점)

",전라남도 화순군
72,2020/08/16 14:43:00,"[화순군청] ③ 8.14.(금) 22:55~01:05 더오렌지노래홀(상무점) → 01:20~03:28 술마시는강아지노래홀(상무점) 방문자는 보건소 상담바랍니다.

",전라남도 화순군
73,2020/08/16 14:43:07,"[사상구청]부산역 인근 자가격리시설 격리중 코로나19 확진자(부산-212)1명 발생, 부산의료원 이송완료(8.16.) 마스크착용과 생활속거리두기 준수바랍니다.

",부산광역시 사상구
74,2020/08/16 14:46:32,"[영덕군청] 폭염에 따른 무더위 쉼터 이용, 실외 작업장 폭염 안전수칙(물,그늘,휴식)지키키 등 안전에 유의하시기 바랍니다.

",경상북도 영덕군
75,2020/08/16 14:51:11,"[보성군] 코로나19 지역확산 방지를 위해, 수도권에 거주하는 가족,친인척,지인들의 보성 방문이나, 수도권 방문, 소모임, 외출 등은 최대한 자제바랍니다.

",전라남도 보성군
76,2020/08/16 14:52:51,"[보성군] 폭염경보 지속중, 한 낮 야외활동 자제, 물마시기, 실외 작업장 안전수칙 지키기, 가축관리 등 폭염 피해가 발생하지 않도록 각별한 주의를 당부드립니다.

",전라남도 보성군
77,2020/08/16 14:59:55,"[광명시청] 강남구 확진(철산동 거주)발생. 경기도의료원 안성병원 이송 및 주거지 등 방역완료, 블로그공개 blog.naver.com/gmcityhall

",경기도 광명시
78,2020/08/16 15:01:43,"[담양군청] 담양군 일원에 폭염경보 발효 중으로 한 낮 야외활동 자제, 물마시기, 가축관리 등 폭염피해가 발생하지 않도록 주의를 당부드립니다.

",전라남도 담양군
79,2020/08/16 15:04:53,"[인천광역시] 8.9~8.15 서울 양천구 되새김교회 방문자는 주소지 보건소에서 코로나19 검사를 받으시기 바랍니다.

",인천광역시 전체
80,2020/08/16 15:08:32,"[강남구청] 확진자1명 발생 역학조사 진행 중(gangnam.go.kr). 강남구청은 원하는 모든 구민과 타 지역민에게 강남구 보건소에서 검체검사를 해드립니다.

",서울특별시 강남구
81,2020/08/16 15:09:38,"[동작구청] 81번째 확진자(사당1동)발생, 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran

",서울특별시 동작구
82,2020/08/16 15:11:19,"[과천시청]용인 146번 확진자 8.11,12 과천시 경유사실 8.16 13시 통보받음. 접촉자 조사 및 소독조치중. 진행사항 마당앱 등을 통해 공개하겠습니다.

",경기도 과천시
83,2020/08/16 15:12:17,"[구례군청] 구례대책위에서 진행하는 의류 등 생필품 나눔행사는 물품소진으로 종료되었습니다. 수해민들께서는 양해바랍니다.

",전라남도 구례군
84,2020/08/16 15:16:44,"[강서구청] 강서구 확진자 4명(화곡1동/화곡4동/방화1동) 발생 안내.
상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi

",서울특별시 강서구
85,2020/08/16 15:17:24,"[하남시청] 8. 16(일) 20번~24번 확진자 발생. 환자이송 및 방역소독 완료. 홈페이지, 블로그 확인바랍니다. https://vo.la/cUssW

",경기도 하남시
86,2020/08/16 15:17:28,"[화순군청] [광주227번] ①8.12(수)22:40~8.13(목)01:58 술마시는오라노래홀(상무점) ②8.13(목)02:10~06:10 첫번째가라오케(상무점)

",전라남도 화순군
87,2020/08/16 15:17:50,"[화순군청] ③ 8.13(목) 21:00~23:05, 8.14(금) 20:50 ~ 8.15(토) 02:00 하이BAR(상무점)

",전라남도 화순군
88,2020/08/16 15:17:56,"[양평군청] 금일 코로나19 검사 549건 중 2차 검사(258건) 결과 양성 2, 음성 256. 현재 검사진행 중으로 결과 나오는 즉시 알려드리겠습니다.

",경기도 양평군
89,2020/08/16 15:18:01,"[구례군청] 이번 침수 피해로 주택이 전파 또는 반파되신 분 중에 임시 조립식 주택이 필요하신분은 오늘(8.16일) 오후 4시까지 읍면사무소로 신청바랍니다.

",전라남도 구례군
90,2020/08/16 15:18:15,"[화순군청] ④ 8.14(금) 00:30~01:35, 04:40~08:10 술마시는설탕노래홀(상무점) ⑤ 8.14(금) 02:00~03:55 야구노래홀(상무점)

",전라남도 화순군
91,2020/08/16 15:18:33,"[화순군청] ⑥ 8.15(토) 02:37~03:18 초콜렛노래홀(상무점) → 03:36~05:40 썸유흥주점(상무점) 방문자는 즉시 보건소 상담바랍니다.

",전라남도 화순군
92,2020/08/16 15:22:13,"[가평군청] 6번 확진자 동선 하누리재가복지센터-자택외 이동동선 없으며, 5번 확진자 역학조사 중으로 완료 후 이동동선 공개하겠습니다.(마스크 착용 철저)

",경기도 가평군
93,2020/08/16 15:30:02,"[관악구청]157번째 확진자 발생(완치자 142명) 및 152, 153번째 및 타지역 확진자 역학조사결과 공개.
blog.naver.com/gwanak_gu

",서울특별시 관악구
94,2020/08/16 15:33:51,"[거창군청]거창군 전지역 폭염경보. 물 충분히 마시기, 무더위 쉼터 이용, 실외 작업장 폭염 안전수칙(물, 그늘, 휴식) 지키기 등 안전에 유의바랍니다.

",경상남도 거창군
95,2020/08/16 15:37:59,"[고창군청] 8.1~13일 서울 제일사랑교회, 용인 우리제일교회에 방문한 군민께서는 보건소에서 코로나19검사를 받으시기 바랍니다.

",전라북도 고창군
96,2020/08/16 15:54:05,"[장성군청]코로나19 타지역 확진자 급증에 따라, 외출과 다중이용시설 이용을 자제해 주시고, 마스크 착용, 거리두기 등 개인위생수칙을 철저히 지켜주시기 바랍니다.

",전라남도 장성군
97,2020/08/16 15:57:19,"[태안군청]코로나19 2~5번확진자 관련 검사결과 316명모두 음성판정되어 알려드립니다(기안내300명,금회16명:배드민턴2,3번확진자직장·협력사11,기타·가족3)

",충청남도 태안군
98,2020/08/16 15:58:22,"[중대본] 8.8. 경복궁역 인근 집회, 8.15. 광복절 집회 참석자는 증상 발현 시 즉시 가까운 보건소 선별진료소에서 진단검사 받아주세요(☎120, 1339)

","강원도 전체
경기도 전체
경상남도 전체
경상북도 전체
광주광역시 전체
대구광역시 전체
대전광역시 전체
부산광역시 전체
서울특별시 전체
울산광역시 전체
인천광역시 전체
전라남도 전체
전라북도 전체
제주특별자치도 전체
충청남도 전체
충청북도 전체
세종특별자치시"
99,2020/08/16 16:06:39,"[보령시청] 보령시 폭염주의보 발효 중. 충분한 수분 섭취, 노약자 야외활동 자제, 시원한 실내에서 휴식하기 등 건강관리에 유의바랍니다.

",충청남도 보령시
100,2020/08/16 16:08:11,"[영동군청] 8월7일~13일 서울성북구 사랑제일교회, 8월1일~12일 용인시 우리제일교회에 방문하신분은 영동군보건소(740-5611~2)로 연락해주시기 바랍니다.

",충청북도 영동군
101,2020/08/16 16:08:14,"[구례군청] 축협하나로마트 주차장에서 KT 인터넷, 유선전화 고장접수를 하고 있습니다. 인터넷과 유선전화가 안되시는 분들은 꼭 신청하십시오!(매일 9시~18시)

",전라남도 구례군
102,2020/08/16 16:11:07,"[보령시청] 8.1.~8.12. 용인시 우리제일교회, 성북 사랑제일교회를 방문한 시민께서는 보건소에서 코로나19 검사를 받으시기 바랍니다.

",충청남도 보령시
103,2020/08/16 16:15:30,"[화천군청] 최근 서울,경기지역 교회 및 8.15집회 관련 확진자 발생이 심각합니다. 해당 교회방문자 및 8.15집회참가 주민은 코로나19검사를 받으시기바랍니다.

",강원도 화천군
104,2020/08/16 16:16:17,"[안산시청] 시민들의 건강과 안전을 위해 타 지역 방문자제 및 타인 접촉 시▲마스크 반드시 착용▲악수금지 등 사회적 거리두기를 지켜주시기 바랍니다. -안산시장-

",경기도 안산시
105,2020/08/16 16:16:57,"[담양군청] 8.7~8.13. 사랑제일교회(서울 성북구 소재) 방문자는 관할 보건소에 문의 후 검사를 받으시기 바라며, 개인정보는 철저히 보호됩니다.

",전라남도 담양군
106,2020/08/16 16:17:58,"[당진시청]당진 원당 하루가, 농업기술센터, 송악농협 경제사업장은 방역조치 완료하였으므로 시민께서는 안심하고 방문하셔도 됩니다.

",충청남도 당진시
107,2020/08/16 16:22:33,"[강동구청] 8.16.(일) 14시 기준 확진자 1명 발생(56번, 강일동), 격리 및 소독완료 현재 역학조사 중으로 세부결과 홈페이지 등 공개 예정입니다.

",서울특별시 강동구
108,2020/08/16 16:22:41,"[합천군청] 금일 폭염경보 발효중. 물 충분히 마시기, 무더위쉼터 이용, 실외작업장 폭염 안전수칙(물, 그늘, 휴식)지키기 등 안전관리에 유의 바랍니다.

",경상남도 합천군
109,2020/08/16 16:24:45,"[청양군청] 8.7~8.13. 우리제일교회, 사랑제일교회 방문자는 관할 보건소에 문의 후 검사 받으시고, 외출자제 및 마스크착용, 손씻기 등 수칙준수 바랍니다.

",충청남도 청양군
110,2020/08/16 16:25:54,"[전주시청]전북44번째 확진자(남,65세,전주)발생 안내/8.15(토)22:22 전북대응급실 방문, 8.16(일)13시 확진, 전북대 응급실폐쇄/역학조사중

",전라북도 전주시
111,2020/08/16 16:26:13,"[안성시청]코로나19 안성13번, 14번 확진자에 대한 동선이 추가로 홈페이지(https://www.anseong.go.kr)에 공개되었으니 참고하시기 바랍니다.

",경기도 안성시
112,2020/08/16 16:27:44,"[보령시청] 8.7.~8.13. 서울성북구 사랑제일교회, 8.1.~8.12. 용인 우리제일교회에 방문하신 분은 증상유무 관계없이 보건소로 긴급 연락 바랍니다.

",충청남도 보령시
113,2020/08/16 16:27:54,"[양구군청]8.7~8.13.사랑제일교회(서울 성북구 소재) 방문자는 양구군보건소에 문의 후 검사를 받으시기 바라며, 개인정보는 철저히 보호됩니다.

",강원도 양구군
114,2020/08/16 16:29:22,"[양천구청]2020. 8. 16.(일) 0시부터 수도권 사회적 거리두기 2단계 격상. 종교시설 소규모모임 금지, 다중시설 이용시 방역수칙 등 철저히 준수바랍니다.

",서울특별시 양천구
115,2020/08/16 16:31:35,"[영덕군청]수도권지역 교회 및 8.15집회 관련 확진자 발생이 심각합니다. 해당교회 방문자 및 8.15집회참가 주민은 보건소로 (730-6894)신고바랍니다.

",경상북도 영덕군
116,2020/08/16 16:33:02,"[충주시청][코로나19 제14번,15번 확진자관련] 8.13(목) 16:25~17:03 법원로터리 다이소 방문자는 충주시 보건소(850-0458)로 연락바랍니다.

",충청북도 충주시
117,2020/08/16 16:33:41,"[중랑구청]성북사랑제일교회 교인 및 교회를 방문한 주민께서는 보건소에서 코로나19 검사를 받으시기 바랍니다.(☎2094-0800)

",서울특별시 중랑구
118,2020/08/16 16:38:19,"[익산시청]관내 음식점(유연자꽃게장 8월 10일(월)12:20~14:00) 방문자 코로나19검사 결과 전원음성, 해당 음식점 방역 소독완료됨을 알려드립니다.

",전라북도 익산시
119,2020/08/16 16:40:48,"[송파구청]8.16(일) 16시 현재 코로나19확진자 8명 추가발생(잠실,송파,오금,거여,가락),역학조사 중, 홈페이지(songpa.go.kr) 참고바랍니다

",서울특별시 송파구
120,2020/08/16 16:46:01,"[상주시청]폭염으로 인한 온열질환 발생위험이 높으니 물 충분히 마시기, 무더위쉼터 이용, 야외활동자제, 안전수칙(물, 그늘, 휴식)지키기 등 안전에 유의바랍니다.

",경상북도 상주시
121,2020/08/16 16:46:54,"[완도군청] 코로나19 지역확산 방지를 위해 수도권에 거주하는 가족, 친인척, 지인들의 완도 방문이나 수도권 방문, 소모임, 외출 등은 최대한 자제 바랍니다.

",전라남도 완도군
122,2020/08/16 16:47:38,"[의왕시청] 서울·경기 사회적 거리두기 2단계 격상, 마스크착용, 손씻기, 거리두기(2m) 등 방역수칙을 준수하고 소규모 모임을 자제하여 주시기 바랍니다.

",경기도 의왕시
123,2020/08/16 16:47:42,"[서천군청]8.7.~8.13. 서울성북구 사랑제일교회, 8.1~8.12. 용인 우리제일교회에 방문한 군민께서는 보건소에서 코로나19 검사를 받으시기 바랍니다.

",충청남도 서천군
124,2020/08/16 16:51:11,"[연제구청] 최근 지역사회 감염이 확산되고 있어 올바른 마스크 착용은 아무리 강조해도 지나치지 않습니다. 올바른 마스크 착용을 위해 다음사항을 준수해 주세요

",부산광역시 연제구
125,2020/08/16 16:51:42,"[안동시청]8.15.(토) 서울 광복절 집회 참석자는 증상유무 관계없이 안동시 보건소로 상담바라며, 수도권 등 타지역 방문 자제바랍니다.

",경상북도 안동시
