,시간,내용,송출지역
23,2020/05/11 16:22:38,"[충북도청]5월 11일 18시부터 5월 24일 24시까지 유흥주점(클럽, 룸살롱, 노래클럽, 스탠드바, 카바레 등)과 콜라텍 집합금지를 명령합니다.

",충청북도 전체
24,2020/05/11 16:29:39,"[아산시청] 긴급재난지원금 지원을 이용한 보이스피싱 범죄가 증가되고 있습니다. 다른 계좌에 송금하거나 휴대폰에 앱을 설치하지 마세요.(신고:112, 아산경찰서)

",충청남도 아산시
25,2020/05/11 16:29:45,"[평택시]5.11부터 각 은행 및 우체국,수협,새마을금고,케이뱅크 홈페이지에서 체크카드도 정부긴급재난지원금 신청 가능(공인인증불필요/세대주가 신청/요일제 준수)

",경기도 평택시
26,2020/05/11 16:34:03,"[동작구청] 36번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS 확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran

",서울특별시 동작구
27,2020/05/11 16:36:27,"[전라북도청] 1. 4.24~5.6일까지 이태원 지역 클럽 등 방문자에 대해 익명 진단검사 행정명령 발령됨. 대상자들은 신속히 검사 요망

",전라북도 전체
28,2020/05/11 16:36:52,"[전라북도청] 2. 명령위반 시 200만원 이하의 벌금부과 및 방역 비용 발생 시 구상권이 청구됨

",전라북도 전체
29,2020/05/11 16:42:31,"[성남시청]정부긴급재난지원금(신용, 체크) 신청안내
세대주 본인 소유 카드사 홈페이지에서 신청
(5.11~15일까지 5부제 적용/ 16일(토)부터 5부제 없음)

",경기도 성남시
30,2020/05/11 16:46:04,"[춘천시청] 4.24~5.6 기간 중 서울 이태원 지역을 방문한 춘천시민은 누구나 증상유무 관계없이 보건소(250-4688, 4597)로 문의(검사) 바랍니다.

",강원도 춘천시
31,2020/05/11 16:55:41,"[무안군청]체류자격 없는 외국인에 대해 강제출국 걱정없이 무료로 무안군 보건소에서 코로나 검사 실시.군민께서는 주위 외국인근로자 등에게 안내 등 협조바랍니다.

",전라남도 무안군
32,2020/05/11 16:57:06,"[고양시청]코로나19 확진자1명 발생(안양시 거주, 일산3동 방문) 자택/주변 방역소독 완료, 카카오톡 고양시 채널 참조 https://bit.ly/2JnGBpY

",경기도 고양시
33,2020/05/11 17:09:15,"[종로구청]17번 확진자등 이동 동선 구홈페이지(www.jongno.go.kr)공개. 생활속 거리두기, 마스크쓰기, 손씻기 등 위생수칙 준수로 안전을 지켜주세요.

",서울특별시 종로구
34,2020/05/11 17:29:09,"[순천시청][가장 쉽고 빠른 긴급재난지원금 수령안내] 신용·체크카드 홈페이지(5.11~) 신청 또는 해당 카드사 은행창구를 직접 방문(5.18~)하시기 바랍니다.

",전라남도 순천시
35,2020/05/11 17:29:55,"[화성시청]정부긴급재난지원금 온라인신청. 카드사 홈페이지, 핸드폰, 앱, 세대주가 신청(5부제). 본인인증은 공인인증서, 핸드폰, 카드번호 가능합니다.

",경기도 화성시
36,2020/05/11 17:41:07,"[양평군청]정부긴급재난지원금신청안내.온라인-세대주만신청(신용,체크카드5.11~공인인증서필요/양평통보5.18~)오프라인(5.25~주소지읍면사무소)양평군 홈페이지참고

",경기도 양평군
37,2020/05/11 17:42:11,"[동두천시청]5월 11일부터 정부 긴급재난지원금 카드사별 홈페이지 온라인 신청(5부제 출생연도 끝자리)이 가능함을 알려드립니다.

",경기도 동두천시
38,2020/05/11 17:48:55,"[거제시청]8번확진자 동선 CCTV 확인결과 5.9.입국 후, 5.10. 보건소선별진료소 진료차 방문(자차) 외 양성판정시 까지 일체 외출없음.

",경상남도 거제시
39,2020/05/11 17:49:59,"[동구청]정부 긴급재난지원금 오늘부터 온라인으로 쉽게 신청하세요.
신용, 체크카드는 카드사 홈페이지(5부제)에서 신청
e바구페이, 동백전은 5.18부터 신청가능

",부산광역시 동구
40,2020/05/11 17:54:12,"[구로구청]구로구민 인천시서 코로나19 확진1명 추가판정, 상세정보는 역학조사후 구로구청 홈페이지(블로그) 게시 blog.naver.com/digital9ro

",서울특별시 구로구
41,2020/05/11 17:59:21,"[완도군청] 4.29 ~ 5.6 서울 이태원,익산동,논현동(클럽,음식점,수면방)방문자는 증상유무 관계없이 보건의료원(061-550-6767)신고 바랍니다.

",전라남도 완도군
42,2020/05/11 18:12:29,"[서대문구청]코로나19. 21번째 확진자(이태원 클럽 방문/홍제동)발생.자세한 사항 구홈페이지 및 블로그 확인바랍니다.
blog.naver.com/sdmstory

",서울특별시 서대문구
43,2020/05/11 18:16:08,"[광명시청] 정부 긴급재난지원금 온라인 신청안내.
5.11(월)부터 세대주 본인 소유 카드사 홈페이지에서 인터넷신청 바랍니다.
(요일 5부제 적용)

",경기도 광명시
44,2020/05/11 18:18:41,"[강서구청]강서구 확진자(강남구 확진자와 직장내 접촉)발생안내. 거주지방역완료. 상세내용 블로그 참조바랍니다. blog.naver.com/gangseokkachi

",서울특별시 강서구
45,2020/05/11 18:31:26,"[서초구청]코로나19 타구 확진자 코스트코 양재점 경유(5/8 19:49~21:11) 금일 20시 폐점후 소독, 내일 정상영업. 동선은 역학조사후 구청 홈피 공개

",서울특별시 서초구
46,2020/05/11 18:33:55,"[도봉구청] 강북구 7번 확진자(51세, 여성) 역학조사 결과 이동경로 및 조치사항 홈페이지 공지, 이태원 클럽등 업소방문 사실 신고(2091-4483,4490)

",서울특별시 도봉구
47,2020/05/11 19:01:17,"[당진시청]4월24일~5월6일까지 서울 이태원클럽을 방문하신 분은 외출을 자제하고 증상유무와 관계없이 검사가 가능하니 당진보건소(360-6004)상담바랍니다.

",충청남도 당진시
48,2020/05/11 19:04:44,"[홍천군청]5.11일 현재 관내 이태원 방문자 검사결과 모두 음성입니다. 4.24~5.6일중 이태원을 방문하신 분은 보건소 선별진료소에서 검사 받으시기 바랍니다.

",강원도 홍천군
49,2020/05/11 19:05:26,"[울진군청]생활 속 거리두기 적극 동참, 산불 조심, 우리 모두 힘냅시다. 11일 울진군 코로나19 대응상황 ☞ http://bitly.kr/mxJNiHe2g

",경상북도 울진군
50,2020/05/11 19:05:41,"[부산교육청] 등교수업 시작일이 다음과 같이 연기되었음을 안내합니다(051-860-0119)
5.20.(수) 고3 / 5.27.(수) 고2,중3,초1~2,유치원

",부산광역시 전체
51,2020/05/11 19:11:44,"[부산교육청] 등교수업 시작일이 다음과 같이 연기되었음을 안내합니다.(051-860-0119)
6.3.(수) 고1,중2,초3~4 / 6.8.(월) 중1,초5~6

",부산광역시 전체
52,2020/05/11 19:12:59,"[영덕군청] 【코로나19대응 일보(5.11) http://www.yd.go.kr/ 】 관내 이태원클럽 방문자 4인 모두 음성입니다. 『맑은공기특별시 영덕』

",경상북도 영덕군
53,2020/05/11 19:31:53,"[중앙재난안전대책본부]4.24~5.6일 사이 서울 이태원 유흥업소를 방문하신 분은 외출을 자제하고, 증상유무와 관계없이 검사가 가능하오니 보건소로 상담 바랍니다.

","강원도 전체
경기도 전체
경상남도 전체
경상북도 전체
광주광역시 전체
대구광역시 전체
대전광역시 전체
부산광역시 전체
서울특별시 전체
울산광역시 전체
인천광역시 전체
전라남도 전체
전라북도 전체
제주특별자치도 전체
충청남도 전체
충청북도 전체
세종특별자치시"
54,2020/05/11 19:33:09,"[중구청] 5.10(일) 발생 타구 확진자 관내 이동동선 안내(중구 홈페이지 참조). 유증상자는 보건소로 문의 바랍니다.

",서울특별시 중구
55,2020/05/11 19:45:42,"[기상청] 05월11일19:45 북한 강원 평강 북북서쪽 37km 지역 규모4.0 지진발생/낙하물로부터 몸 보호, 진동 멈춘 후 야외 대피하며 여진주의

","강원도 전체
경기도 전체
서울특별시 전체
인천광역시 전체"
56,,,
57,2020/05/11 19:48:03,"[양평군청] 양평군 거주자 중 서울시 확진자(용산클럽 확진자 직장동료) 1명 발생에 따라 현재 역학조사 중. 조사완료후 자세한 동선 홈페이지 공개 예정입니다.

",경기도 양평군
58,2020/05/11 20:00:11,"[목포시청]4.24~5.6 서울 이태원,익선동,논현동 소재 클럽 및 인근 지역을 방문하신 분은 2주간 외출(접촉)을 자제하시고 보건소로 자진신고(검사) 바랍니다.

",전라남도 목포시
59,2020/05/11 20:05:44,"[서초구청] 서초구 40번 확진자 발생(이태원 클럽 관련) 및 타구 확진자 우리구 경유 추가 확인, 역학조사 후 동선 홈페이지 공개 예정.

",서울특별시 서초구
60,2020/05/11 20:18:34,"[양평군청]서울시 확진자(용산클럽 확진자 직장동료) 역학조사 및 소독완료, 방문장소 등 접촉자 동선안내는 홈페이지(www.yp21.go.kr)에서 확인 바랍니다.

",경기도 양평군
61,2020/05/11 20:35:39,"[통영시청] 4.24~5.6중 서울 이태원 클럽을 방문하신 분은 외출을 자제하고 증상유무 관계없이 검사 가능하니 보건소(055-650-6050)로 상담바랍니다.

",경상남도 통영시
62,2020/05/11 21:00:02,"[구리시청]마스크 항상착용. 단, 마스크를 착용할 수 없는 다중이용시설에서는 건강상태질문서를 반드시 작성바랍니다(행정명령) eguri.kr/221947982174

",경기도 구리시
63,2020/05/12 07:47:16,"[군산시청] 4/24~5/6까지 서울 이태원 지역 유흥업소 등 방문자는 신분을 보장하여 검사를 진행하오니 증상유무와 관계없이 군산시보건소에서 신속히 검사 바랍니다

",전라북도 군산시
64,2020/05/12 08:15:35,"[담양군청]4.24-5.6 이태원클럽 방문자는 군보건소(380-3977)로 자진신고 꼭 하시기 바라며 추후 확진자로 결정시 불이익을 받을 수 있음을 알려드립니다

",전라남도 담양군
65,2020/05/12 08:22:12,"[사천시청]4.24.~5.6일까지 이태원소재 클럽 등 인근업소 방문자는 증상유무와 관계없이 외출을 자제하시고, 보건소(831-4050~4056)로 상담 바랍니다.

",경상남도 사천시
66,2020/05/12 08:32:24,"[경상북도청] 4.24~5.6까지 서울 이태원, 익선동, 논현동 소재 클럽 방문자는 다른 장소를 방문하지 말고 보건소로 자진신고(검사) 바랍니다.

",경상북도 전체
67,2020/05/12 08:40:21,"[영광군청] 4. 24. ~ 5. 6. 기간동안 서울 이태원 소재 유흥시설과 강남구 논현동 수면방 출입자는 증상유무와 관계없이 영광군 보건소로 연락 바랍니다.

",전라남도 영광군
68,2020/05/12 09:00:38,"[홍천군청]홍천군은 서울 이태원 지역 방문자 검사결과 전원 음성이며, 4.24-5.6일까지 이태원 지역을 방문하신분은 홍천군 보건소에서 검사 받으시기 바랍니다.

",강원도 홍천군
69,2020/05/12 09:10:00,"[예천군청]코로나 예방을 위해 밀폐된 장소,집단감염위험시설 이용자제, 마스크 착용등 생활방역수칙 준수! 기침,발열등 이상증상시 병원,약국가기전 보건소 상담바랍니다

",경상북도 예천군
70,2020/05/12 09:26:27,"[창녕군청] 코로나19 예방을 위해 외출 시 마스크착용,건강거리두기,손씻기,주기적 환기소독 등 생활 속 거리두기 실천에 군민 여러분들의 적극적인 동참 바랍니다.

",경상남도 창녕군
71,2020/05/12 09:30:17,"[동두천시청]4.29.~5.6. 서울 이태원, 논현동방문자는 동두천시 보건소에서 코로나19 무료검사 실시, 사전상담 및 자진신고 바랍니다(031-860-3425)

",경기도 동두천시
72,2020/05/12 09:31:02,"[논산시청][긴급재난지원금]오늘은 기지급된 현금지급대상자(생계급여, 기초연금, 장애인연금)를 제외한 출생년도 끝자리 2,7번인 세대주께서 소지한 카드사 홈페이지로

",충청남도 논산시
73,2020/05/12 09:31:31,"[논산시청][긴급재난지원금]신청 가능하며, 내일은 3,8번인 세대주께서 신청 가능합니다. 긴급재난지원금은 신청 약 2일후부터 8월 31일까지 사용 가능합니다.

",충청남도 논산시
74,2020/05/12 09:34:43,"[평택시]각 은행 및 우체국,수협,신협,축협,새마을금고,케이뱅크 신용 또는 체크카드로 정부긴급재난지원금 신청가능(공인인증불필요/세대주 신청/5.15까지요일제준수)

",경기도 평택시
75,2020/05/12 09:36:23,"[의정부시청]정부긴급재난지원금 온라인신청(신용,체크카드 충전방식,2일이내 지급):5.11부터/카드사 홈페이지/세대주가 신청(5부제)/핸드폰,카드번호로 본인인증

",경기도 의정부시
76,2020/05/12 09:42:04,"[안산시청]힘내라 대한민국, 정부긴급재난지원금을 카드사 홈페이지에서 신청하시면 빠르고 편리합니다.(기간: 5.11~5.31)

",경기도 안산시
77,2020/05/12 09:49:06,"[의정부시청]코로나19 이태원 클럽관련 추가 확진자 발생(용현동 거주20대,남성)동선은 시 홈페이지,블로그 참고,클럽 및 인근업소 방문자는 1339로 검사문의

",경기도 의정부시
78,2020/05/12 09:49:36,"[의왕시청]정부 긴급재난지원금 온라인(신용,체크)신청 안내
세대주 본인 소유 카드사 홈페이지 신청
(11~15일:5부제 적용, 16~31일:요일제없이 가능)

",경기도 의왕시
79,2020/05/12 09:50:01,"[도봉구청] 5.12(화)12번확진자(창동,18세 남)발생, 역학조사 진행중, 확인후 홈페이지 공지예정,이태원클럽 주변 방문사실 신고(2091-4483,4490)

",서울특별시 도봉구
80,2020/05/12 10:06:02,"[안동시청][긴급재난지원금 신용,체크카드 충전 온라인 신청]5월11일부터 세대주 소유 카드사 홈페이지에서 신청가능/사용기한:8월31일까지,잔액은 국고로 환수

",경상북도 안동시
81,2020/05/12 10:06:45,"[화천군청] 우리군 이태원 방문자 전원 음성이며, 4.24~5.6 이태원 방문자께서는 화천군보건의료원에서 검사받으시길 바라며, 타지역 방문을 자제하시기 바랍니다.

",강원도 화천군
82,2020/05/12 10:13:18,"[김해시청] 4.24~5.6사이 서울 이태원 소재 클럽,주점,음식점 등 주변 일원 다녀오신분은 증상유무와 관계없이 즉시 보건소(330-4481)로 문의 바랍니다.

",경상남도 김해시
83,2020/05/12 10:16:22,"[김제시청]김제3번째 확진자(남, 32세)발생 이동경로/ (5.4)23:30~(5.5)04:30 이태원 주점및 클럽 방문,16:30 ktx익산역도착,18:00백구

",전라북도 김제시
84,2020/05/12 10:17:01,"[김제시청]보건지소 도착 (5.6~11)관사 및 백구보건지소근무-25명진료,마스크착용 (5.11)18:20 익산시보건소 검체채취, (5.12)03:20 양성판정

",전라북도 김제시
85,2020/05/12 10:17:45,"[안동시청]무자격 체류 외국인 및 노숙인 중 신분노출이나 불이익없으니 코로나19 증상 발생 시 즉시 안동보건소 선별진료소 방문바랍니다

",경상북도 안동시
86,2020/05/12 10:22:30,"[김해시청]코로나19 예방을 위해 외출시 마스크착용,건강거리두기,손씻기,주기적 환기소독 등 생활속거리두기 실천 해주시기를 시민 여러분들에게 간곡하게 부탁드립니다.

",경상남도 김해시
87,2020/05/12 10:25:49,"[의성군청]4.24.~5.6.까지 이태원지역을 방문하신 분은 외출을 자제하고 증상유무와 관계없이 검사가가능하니 의성군보건소로 상담바랍니다(054-830-6660)

",경상북도 의성군
88,2020/05/12 10:26:47,"[전남도청] 4. 24.~5. 6. 기간 동안 서울 이태원 지역 방문자는 외출을 자제하시고, 증상유무와 관계없이 검사가 가능하오니 시군 보건소로 상담 바랍니다.

",전라남도 전체
89,2020/05/12 10:36:13,"[부안군청]부안군은 이태원클럽 방문자가 없으며 이태원지역 식당 방문 원어민교사4명, 이태원 인근지역 방문 1명은 검사결과 모두 음성판정으로 안심하시기 바랍니다.

",전라북도 부안군
90,2020/05/12 10:38:39,"[해남군청] 4.24~5.6 서울 이태원 지역 방문자는 외출을 자제하시고 증상유무와 관계없이 검사가 가능하오니 보건소(061-531-3745)로 연락 바랍니다

",전라남도 해남군
91,2020/05/12 10:40:05,"[세종시장행정명령]4.24.~5.6.기간 이태원클럽 집단감염시설과 블랙수면방(논현동) 출입자의 코로나 검사 및 대인접촉금지를 명함.이태원 단순방문자도 무료검사.

",세종특별자치시
92,2020/05/12 10:44:40,"[해운대구청] 4.24.~5.6.사이 서울 이태원 유흥업소를 방문하신 분은 누구나 코로나19 검사가 가능하오니 반드시 보건소로 상담바랍니다.(746-4000)

",부산광역시 해운대구
93,2020/05/12 10:45:13,"[순천시청]코로나 예방을 위해 외출시 마스크를 항상 휴대하시고, 실내 밀집시설 등 다중이용시설 방문시 마스크를 반드시 착용하여 생활 속 거리두기를 생활화 합시다.

",전라남도 순천시
94,2020/05/12 10:46:00,"[인제군청]인제군은 현재 이태원 방문자 검사결과 전원음성이며 4.24-5.6일까지 이태원지역을 방문한분은 인제군보건소(460-2243)에서 검사받으시기 바랍니다.

",강원도 인제군
95,2020/05/12 10:46:48,"[원주시청] 4.24~5.6일 서울이태원 방문자는 증상유무 관계없이 무료검사 가능하니 코로나 확산방지를 위해 시보건소로 꼭 상담바랍니다.(033-737-4065)

",강원도 원주시
96,2020/05/12 10:51:49,"[구례군청]현재 구례군은 이태원 관련 확진자 없으며, 4.24.~5.6중 서울 이태원을 방문하신 분은 보건의료원 선별진료소(061-780-2673)로 연락바랍니다

",전라남도 구례군
97,2020/05/12 10:52:39,"[포항시청]
4.24~5.6 사이 서울 이태원 클럽과 논현동 소재 클럽을 방문하신 시민, 외국인(원어민 강사, 유학생 등)께서는

",경상북도 포항시
98,2020/05/12 10:52:57,"[포항시청]
지역감염 예방을 위해 우리시 선별진료소인 남·북구 보건소에서 검사를 받으시기 바랍니다. ※남구보건소는 드라이브스루 검사로 익명성이 보장됩니다.

",경상북도 포항시
99,2020/05/12 10:54:49,"[관악구청]52번째 확진자 역학조사결과 공개,
자세한사항은 홈페이지 참조
4월 말~5월 6일 이태원클럽 방문자는 증상유무 관계없이 검사바람
gwanak.go.kr

",서울특별시 관악구
100,2020/05/12 10:55:27,"[제천시청][긴급재난지원금] 5.17까지는 카드사 홈페이지에서 온라인(인터넷) 신청만 가능(방문신청 불가) / 5.18부터 읍면동사무소 및 은행 방문신청 가능

",충청북도 제천시
101,2020/05/12 10:55:56,"[진도군청] 체류자격이 없는 외국인에 대해 강제출국 걱정 없이 무료로 코로나19 검사를 실시합니다. 증상이 있으면 보건소(061-540-6074)로 문의 바랍니다

",전라남도 진도군
102,2020/05/12 11:00:25,"[광진구청] 4.24.~5.6. 이태원클럽 방문자 보건소에서 “익명” 무료검사! 반드시 검진바랍니다. gwangjin.go.kr 광진구보건소 ☎024507090

",서울특별시 광진구
103,2020/05/12 11:00:36,"[광진구청] Itaewon Club visitor free corona screening. Privacy guarantee. ☎024501000

",서울특별시 광진구
104,2020/05/12 11:01:22,"[충북도청] 4.24. 이후 이태원 클럽, 블랙수면방 등 고위험 시설 출입자 중 충북도 주소·직장·연고를 둔 자는 코로나 검사 이행과 대인접촉 금지를 명령합니다.

",충청북도 전체
105,2020/05/12 11:05:17,"[부천시청] 경기도,부천시 재난기본소득(1인 15만원) 미신청자는 신분증 지참 후 관할주민센터, 농협으로 신청 바랍니다.[5부제 적용 마지막 주간(~5.17.)]

",경기도 부천시
106,2020/05/12 11:08:55,"[하동군청]현재 하동군은 이태원 관련 확진자 없으며, 4.24~5.6중 서울 이태원을 방문하신 분은 하동보건소(055-882-4000)로 연락바랍니다.

",경상남도 하동군
107,2020/05/12 11:18:09,"[울산광역시] 4. 24. ~ 5. 6. 까지 서울 이태원 지역 방문자는 보건소 선별진료소에서 무료 진단검사(비밀보장)를 받으시기 바랍니다.

",울산광역시 전체
108,2020/05/12 11:22:50,"[동두천시청]외국인거주자 및 무자격체류 외국인 중 4.29.~5.6. 서울이태원, 논현동 방문자는 보건소에서 코로나19 무료검사(강제출국없음)를 받으시기바랍니다.

",경기도 동두천시
109,2020/05/12 11:32:23,"[강남구청]강남구 선별진료소는 24시간 운영, 개인정보보호, 타지역주민 환영이니 이태원클럽방문자와 격리해제자 검사요망! 강남재난안전본부(gangnam.go.kr)

",서울특별시 강남구
110,2020/05/12 11:32:29,"[평택시]코로나19, 46번째 확진자 발생(30대/남성/미국 국적/오산공군 비행장 입국, 부대 내 병원 이송치료중), 평택 내 동선 없음.

",경기도 평택시
111,2020/05/12 11:37:59,"[태안군청] [재난지원금] 온라인 신청 시(신용체크카드 포인트 충전할 경우) 약관 전체 동의 누르지 마세요(지원금 전액 기부될 수 있음)

",충청남도 태안군
112,2020/05/12 11:38:45,"[광주광역시]5.12(화)18시부터 5.26(화)06시까지 모든 유흥주점(클럽,룸살롱 등), 감성주점, 콜라텍에 대해 집합금지 행정명령을 발동하였으니 협조바랍니다

",광주광역시 전체
113,2020/05/12 11:41:25,"[광양시청] 코로나19 극복을 위해 마스크 착용, 밀접 접촉을 하는 유흥시설 출입자제, 개인방역 5대 기본수칙 준수 등 생활 속 거리두기에 적극 동참합시다.

",전라남도 광양시
114,2020/05/12 11:42:32,"[광양시청] ①아프면 3~4일 집에 머물기 ②두 팔 간격 건강거리 유지 ③30초 손씻기, 기침은 옷소매 ④주기적 환기, 소독 ⑤ 거리는 멀어져도 마음은 가까이

",전라남도 광양시
115,2020/05/12 11:44:15,"[평택시]정부긴급재난지원금 온라인신청(각 카드사/은행 및 우체국,농·수·축협,신협,새마을금고,케이뱅크 신용·체크카드 가능),세대주 신청, 방문신청은 5.18일부터

",경기도 평택시
116,2020/05/12 11:52:45,"[태백시청] 정부 긴급재난지원금 신청을 위하여 동 주민센터를 방문하시는 주민께서는 마스크 의무착용 및 개인위생 수칙을 준수하여 주시기 바랍니다.

",강원도 태백시
117,2020/05/12 13:07:40,"[의왕시청]4.24.∼5.6.이태원 유흥업소 등을 방문하신 분은 증상유무 관계없이 검사 가능, 사전 보건소 전화 상담 후 검사 예약바랍니다.031-345-3572

",경기도 의왕시
118,2020/05/12 13:09:42,"[예천군청]4.24~5.6까지 서울 이태원지역을 다녀오신 분은 증상유무와 관계없이 예천군 보건소로 상담(검사)바랍니다 (054-650-8042)

",경상북도 예천군
119,2020/05/12 13:11:46,"[경산시청] 4.24.~5.6.까지 서울시 이태원 지역 방문자는 외출을 자제하시고 증상유무와 관계없이 경산시보건소에 상담 후 코로나19 검사를 받으시기 바랍니다.

",경상북도 경산시
120,2020/05/12 13:13:29,"[동작구청] 37번째 확진자 발생(상도2동), 상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran

",서울특별시 동작구
121,2020/05/12 13:19:59,"[기장군청] 4.24.~5.6.사이 서울이태원 유흥업소 방문하신 분은 코로나19 검사가 가능하오니 보건소로 상담바랍니다.(709-4931~4940)

",부산광역시 기장군
122,2020/05/12 13:28:37,"[양구군청]4.24~5.6일까지 이태원, 논현동 의심지역을 방문하신 분은 외출을 자제하고 증상유무와 관계없이 검사 가능하니 양구군보건소나 1339로 문의바랍니다.

",강원도 양구군
123,2020/05/12 13:33:09,"[단양군청]단양군에는 현재 이태원 클럽방문이력자가 없으며, 4.24~5.6까지 이태원, 논현동 일원을 방문하신분은 보건소(043-420-3276)로 상담바랍니다.

",충청북도 단양군
