,시간,내용,송출지역
53,2020/01/28 16:59:12,"[광진구청]
신종 코로나바이러스감염증 예방수칙
마스크 착용
흐르는물 30초이상 손씻기
중국방문 후 발열,
호흡기증상 1339 또는 보건소 상담바랍니다.

",서울특별시 광진구
54,2020/01/28 17:12:08,"[예천군청]신종코로나바이러스감염증 예방수칙(손씻기, 기침예절, 마스크착용 등)준수 중국 여행 후 발열, 호흡기증상 시 1339 또는 보건소 650-8055로 문의

",경상북도 예천군
55,2020/01/28 17:30:36,"[구리시청]최근 14일 이내 중국을 다녀온 후 발열, 호흡기 증상 발생 시 1339 또는 구리 보건소(031-550-8432)로 문의바랍니다.(의료기관 방문 전)

",경기도 구리시
56,2020/01/28 17:58:31,"[영주시청]신종 코로나바이러스 감염증 예방수칙(손씻기, 기침예절, 마스크 착용준수). 중국여행 후 발열, 호흡기증상 시 보건소 639-5802로 문의 바랍니다.

",경상북도 영주시
57,2020/01/28 18:12:17,"[문경시청]신종코로나바이러스 예방수칙(손씻기, 기침예절, 마스크 착용 등) 준수, 중국 우한시 여행 후 발열, 호흡기 증상시 1339, 문경시보건소550-8208

",경상북도 문경시
58,2020/01/28 18:55:49,"[봉화군청]신종코로나바이러스 예방수칙(손씻기, 기침예절, 마스크착용준수). 중국여행 후 발열, 호흡기증상 시 보건소679-6721~4로 문의 바랍니다.

",경상북도 봉화군
59,2020/01/29 09:09:19,"[안동시청]신종 코로나바이러스 감염증예방을 위해 손씻기, 기침예절, 마스크착용 등 수칙준수와 발열 호흡기증상 발생시 1339 또는 보건소(840-5950~1)문의

",경상북도 안동시
60,2020/01/29 09:41:20,"[순천시청] 신종 코로나바이러스 예방을 위해 손씻기, 마스크착용 등을 생활화 하시고 발열 등 이상증상 발생 시 1339 또는 보건소(749-6680) 상담바랍니다

",전라남도 순천시
61,2020/01/29 10:03:49,"[제주특별자치도]신종 코로나바이러스감염증 예방을 위해 손씻기, 기침예절, 마스크 착용 등 수칙 준수와 발열 호흡기증상 발생 시 1339 또는 보건소 상담바랍니다.

",제주특별자치도 전체
62,2020/01/29 10:53:17,"[가평군청] 최근14일 이내 중국 방문 후 발열, 호흡기증상 발생 시 타 의료기관 방문 전 보건소(582-2488) 전화상담후 보건소 선별진료소 방문바랍니다.

",경기도 가평군
63,2020/01/29 11:08:23,"[완도군청]신종 코로나바이러스 예방 위해 손씻기, 마스크착용 등 수칙준수 중국방문후 발열, 호흡기증상 발생시 1339 또는 보건의료원(550-6767)상담바람니다

",전라남도 완도군
64,2020/01/29 13:16:17,"[고흥군청] 신종코로나바이러스 예방을 위해 손씻기,마스크착용을 생활화하고, 중국방문후 발열, 기침 등이 있으면 1339, 보건소(830-6688)로 연락바랍니다.

",전라남도 고흥군
65,2020/01/29 14:04:51,"[보성군청] 신종 코로나바이러스 예방수칙(손씻기, 마스크착용) 준수, 최근 중국 방문 후 발열, 호흡기 증상시 1339 또는 보건소(850-5695)상담바랍니다.

",전라남도 보성군
66,2020/01/29 15:05:28,"[장흥군청] 신종 코로나바이러스 예방수칙(손씻기, 마스크착용) 준수, 최근 중국 방문 후 발열, 호흡기 증상시 1339 또는 보건소(860-6481)상담바랍니다.

",전라남도 장흥군
67,2020/01/29 15:05:35,"[하남시 재난안전대책본부] 최근14일 이내 중국 방문 후 발열, 호흡기증상 발생 시 1339 또는 하남시보건소(790-6555)로 문의하시기 바랍니다.

",경기도 하남시
68,2020/01/29 16:33:18,"[창원시청]중국 방문 후 발열, 기침 등 호흡기 증상 발생 시 보건소 또는 1339 상담.손씻기와 마스크착용 등 개인위생수칙을 준수합시다.(창원시 홈페이지 참조)

",경상남도 창원시
69,2020/01/29 17:08:27,"[당진시청] 신종 코로나바이러스 예방수칙(손씻기, 마스크착용). 중국 방문 후 발열, 호흡기 증상시 1339 또는 당진민원콜센터(1522-3113) 상담바랍니다.

",충청남도 당진시
70,2020/01/29 18:31:26,"[연천군청]신종코로나바이러스 예방수칙(마스크착용, 손씻기) 준수하시기 바랍니다.
중국 방문후 발열, 호흡기증상 발생 시 031-839-4062로 상담 바랍니다.

",경기도 연천군
71,2020/01/29 19:30:25,"[포천시청]신종코로나바이러스 예방수칙(마스크착용, 손씻기)을 준수하시고,
중국 방문후 발열, 호흡기증상 발생 시 보건소(031-538-3686)로 문의 바랍니다.

",경기도 포천시
72,2020/01/29 23:30:23,"[행정안전부] 오늘 23시30분 제주(제주산간) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다.

",제주특별자치도 전체
73,2020/01/30 00:56:43,"[기상청] 01월30일00:52 경북 상주시 북쪽 20km 지역 규모3.2 지진발생/낙하물로부터 몸 보호, 진동 멈춘 후 야외 대피하며 여진주의

","경상북도 전체
대구광역시 전체
충청북도 전체"
74,,,
75,2020/01/30 08:58:59,"[행정안전부]오늘 09:00분 동해남부.중부앞바다 풍랑경보, 어선 출항 금지, 해안가 낚시야영객은 안전지대로 대피바랍니다.

","강원도 강릉시
강원도 고성군
강원도 동해시
강원도 삼척시
강원도 속초시
강원도 양양군
경상북도 경주시
경상북도 영덕군
경상북도 울진군
경상북도 포항시"
76,2020/01/30 09:25:56,"[남양주시청] 중국 다녀온 후 발열, 호흡기 증상이 있다면 병원방문 전에 즉시 1339 또는 보건소(031-590-4454, 4059)로 연락하시기 바랍니다.

",경기도 남양주시
77,2020/01/30 09:41:08,"[보령시청]신종코로나바이러스감염증 예방을 위한 손씻기,기침예절,마스크착용 수칙준수와 발열호흡기 증상발생시 1339 또는 보령시보건소 상담바랍니다(930-0900)

",충청남도 보령시
78,2020/01/30 09:49:18,"[송파구청]감염증 대응을 위해 구청장 중심으로 24시간 대책본부를 운영하고 있습니다. 확진자는 없으며 발열 등 증상시 보건소(2147-3478~9)로 문의바랍니다

",서울특별시 송파구
79,2020/01/30 10:00:11,"[제주특별자치도]신종 코로나바이러스감염증 예방을 위해 손씻기, 기침예절, 마스크 착용 등 수칙 준수와 발열 호흡기증상 발생 시 1339 또는 보건소 상담바랍니다.

",제주특별자치도 전체
80,2020/01/30 10:01:07,"[순천시청] 손바닥 및 손톱 꼼꼼하게 손씻기, 기침할땐 옷소매로 가리기등 예방수칙 준수. 중국방문 후 의심증상 발생시 1339나 749-6680 상담바랍니다.

",전라남도 순천시
81,2020/01/30 10:46:42,"[곡성군청]신종코로나바이러스감염증 예방을 위해 손씻기,마스크착용등 수칙준수,중국 방문후 발열,호흡기증상 발생시 1339 나 360-7563 상담바랍니다.

",전라남도 곡성군
82,2020/01/30 10:50:27,"[강진군청] 신종코로나바이러스감염증 예방을위해 손씻기, 마스크착용수칙 준수, 중국방문 후 발열,호흡기증상 발생시 1339또는 보건소(430-3592)상담바랍니다.

",전라남도 강진군
83,2020/01/30 10:53:21,"[김해시청]신종 코로나바이러스 예방을 위해 손씻기 등 예방수칙준수,중국 방문후 발열,호흡기 증상 발생시 1339 또는 보건소 상담 바랍니다(김해시 홈페이지 참조)

",경상남도 김해시
84,2020/01/30 11:02:14,"[영광군청]신종코로나바이러스 감염 예방수칙(손씻기, 마스크착용) 준수, 중국방문후 발열, 호흡기증상 발생시 1339 또는 보건소(350-5557)로 상담바랍니다.

",전라남도 영광군
85,2020/01/30 11:28:23,"[서산시청]신종코로나바이러스 감염예방수칙 /손씻기, 기침예절, 마스크착용/ 중국방문후 발열, 호흡기증상시 1339 또는 661-6520~1로 상담바랍니다.

",충청남도 서산시
86,2020/01/30 11:56:10,"[예산군청] 신종코로나바이러스 예방수칙(손 씻기,마스크 착용) 준수
중국 방문 후 발열, 호흡기 증상시 1339 또는 예산군보건소(339-6061~5)상담바랍니다

",충청남도 예산군
87,2020/01/30 13:16:29,"[홍성군청] 신종코로나바이러스 예방수칙(손 씻기, 마스크 착용)준수
중국 방문후 발열, 호흡기 증상시 1339 또는 홍성군보건소(630-9026)로 상담바랍니다.

",충청남도 홍성군
88,2020/01/30 13:47:13,"[청양군청] 신종코로나바이러스 예방수칙(손 씻기, 마스크 착용) 준수
중국 방문 후 발열, 호흡기 증상시1339 또는 보건의료원(940-4520) 상담바랍니다.

",충청남도 청양군
89,2020/01/30 13:49:46,"[동두천시청]신종 코로나바이러스 예방수칙(마스크착용, 손씻기) 준수와 중국 방문 후 발열, 호흡기 증상 발생 시 보건소(031-860-3425)로 문의바랍니다

",경기도 동두천시
90,2020/01/30 14:04:42,"[논산시]신종코로나바이러스유입에 따른 예방위해 손씻기,마스크착용,옷소매로 가리고기침하기 준수, 발열·호흡기 증상시 1339나 보건소(746-8039)문의바랍니다

",충청남도 논산시
91,2020/01/30 14:32:00,"[군포시청]신종코로나바이러스 감염증 예방을 위해 병문안을 자제해 주세요.중국 방문후 14일 이내 발열,기침 등 증상 발생 시 1339 또는 보건소로 문의바랍니다.

",경기도 군포시
92,2020/01/30 14:45:06,"[보성군청] 신종 코로나바이러스 예방법(마스크 착용, 손씻기, 기침예절) 준수, 증상 상담은 선별진료소(보건소 850-5695, 보성아산병원 850-3606)

",전라남도 보성군
93,2020/01/30 14:52:24,"[김제시]신종코로나바이러스유입에 따른 예방위해 손씻기,마스크 착용,옷소매로 가리고 기침하기 준수,발열.호흡기 증상시 1339나 보건소(540-4553)문의바랍니다

",전라북도 김제시
94,2020/01/30 16:00:15,"[광주시 재난안전대책본부] 중국 방문 후 발열, 호흡기 증상 발생시 031-120, 광주시 보건소(031-760-2110)로 문의, 개인위생수칙 준수 바랍니다.

",경기도 광주시
95,2020/01/30 16:02:58,"[익산시]신종코로나바이러스 감염예방위해 손씻기,마스크착용,옷소매로 가리고 기침하기,발열.호흡기 증상시 1339,익산시보건소(859-7485~87)로 문의바랍니다.

",전라북도 익산시
96,2020/01/30 16:17:44,"[김제시]김제시는 코로나바이러스 유입이 없으니 안심바랍니다. 다만 예방을 위한 손씻기, 마스크착용 등 개인위생에 유의하여 주시길 바랍니다. 문의 540-4553

",전라북도 김제시
97,2020/01/30 16:20:00,"[구례군청]신종코로나바이러스감염증 예방을 위해 손씻기, 마스크착용 등 수칙 준수, 중국방문 후 발열, 호흡기증상 발생시 1339또는 780-2673 상담바랍니다.

",전라남도 구례군
98,2020/01/30 16:20:56,"[장흥군청] 신종 코로나바이러스 감염증 예방법(마스크 착용, 손씻기, 기침예절) 준수, 호흡기 증상 발생시 1339 또는 보건소(860-6481)로 상담바랍니다.

",전라남도 장흥군
99,2020/01/30 16:42:28,"[철원군청]신종 코로나 바이러스 예방수칙(마스크착용,손씻기)준수, 중국 방문 후 발열 호흡기증상 발생 시 1339 또는 보건소(450-5550)로 문의바랍니다.

",강원도 철원군
100,2020/01/30 16:57:38,"[이천시청]신종 코로나바이러스 예방수칙(손씻기,기침예절,마스크착용)준수, 중국
방문 후 발열, 호흡기증상 발생 시 1339, 보건소(644-4021)문의바랍니다.

",경기도 이천시
101,2020/01/30 17:14:22,"[완주군]중국방문 후 발열, 호흡기 증상시 1339, 완주군보건소(290-3133)로 문의주시고, 신종코로나바이러스 예방을 위해 손씻기, 마스크착용을 준수합시다.

",전라북도 완주군
102,2020/01/30 18:25:25,"[안양시청]신종코로나바이러스 예방수칙(손씻기, 기침예절, 마스크착용 등) 중국방문 후 14일 이내 발열, 호흡기증상시 1339, 만안, 동안보건소로 문의바랍니다.

",경기도 안양시
103,2020/01/31 09:03:02,"[구례군청]신종코로나바이러스감염증 예방을 위해 손씻기, 마스크착용 등 수칙 준수, 중국방문 후 발열, 호흡기증상 발생시 1339또는 780-2673 상담바랍니다.

",전라남도 구례군
104,2020/01/31 09:59:20,"[강진군청] 신종코로나바이러스 예방을 위해 손씻기, 마스크 착용. 중국 방문 후 발열, 호흡기 증상 시 1339 또는 보건소(430-3592) 상담 바랍니다.

",전라남도 강진군
105,2020/01/31 09:59:36,"[곡성군청] 신종코로나바이러스감염증 예방을 위해 손씻기,마스크착용등 수칙준수, 중국방문후 발열, 호흡기증상 발생시 1339 또는 360-7563상담바랍니다.

",전라남도 곡성군
106,2020/01/31 10:00:23,"[제주특별자치도]신종 코로나바이러스감염증 예방을 위해 손씻기, 기침예절, 마스크 착용 등 수칙 준수와 발열 호흡기증상 발생 시 1339 또는 보건소 상담바랍니다.

",제주특별자치도 전체
107,2020/01/31 10:33:06,"[남원시청] 중국방문 후 발열, 호흡기증상 발생시 1339콜센터 또는 보건소(625-1339)로 전화요망,예방수칙(손씻기,마스크착용 등)준수 바랍니다.

",전라북도 남원시
108,2020/01/31 10:43:12,"[의왕시청] 신종코로나바이러스 감염증 예방수칙준수 손씻기·기침예절,중국방문후 발열·호흡기 증상시 1339 또는 의왕시보건소로 문의바랍니다. 031-345-3572

",경기도 의왕시
109,2020/01/31 11:07:32,"[북구청]신종코로나바이러스 예방수칙(손씻기,마스크착용)준수, 1.31.현재 북구내 확진자는 없으며 발열등 증상시 1339, 보건소051)309-7025문의바랍니다

",부산광역시 북구
110,2020/01/31 11:10:53,"[철원군청] 현재 철원군은 신종 코로나바이러스 확진자는 없으며, 예방을위해 중국방문후 발열/호흡기 증상시 1339 및 보건소(450-5550)로 문의바랍니다.

",강원도 철원군
111,2020/01/31 13:13:24,"[여수시청]현재, 관내 확진자는 없으며, 감염증예방을 위하여 개인위생수칙 준수, 발열 및 호흡기 증상 발생시 1339 또는 보건소(659-4252)로 상담바랍니다

",전라남도 여수시
112,2020/01/31 13:23:36,"[서구청]신종코로나바이러스 예방수칙(손씻기, 마스크착용)준수, 중국 등 방문후 발열·호흡기증상 발생시 1339 또는 서구 보건소(350-4158)로 문의바랍니다.

",광주광역시 서구
113,2020/01/31 13:49:00,"[양평군청]신종코로나바이러스 예방수칙(손씻기,기침예절,마스크착용)준수. 중국 방문후 발열,호흡기 증상발생시 1339 또는 보건소(770-3490)로 상담바랍니다.

",경기도 양평군
114,2020/01/31 13:52:10,"[나주시청] 신종 코로나바이러스감염증 예방법(마스크 착용, 손씻기, 기침예절) 준수, 호흡기 증상 발생시 1339 또는 보건소(339-2108)로 상담바랍니다.

",전라남도 나주시
115,2020/01/31 13:54:51,"[충청남도청] 신종코로나바이러스 안내
손씻기, 마스크착용 준수, 발열 및 호흡기 증상시 1339 또는 시군보건소, 의료원 상담바랍니다. 635-4356,4354

",충청남도 전체
116,2020/01/31 14:31:00,"[강남구]중국 방문 후 14일 이내에 발열(37.5도 이상) 또는 호흡기증상(기침,인후통 등) 발현시 강남구 재난안전대책본부로(3423-5555)로 문의바랍니다.

",서울특별시 강남구
117,2020/01/31 15:05:39,"[강남구]중국 방문 후 14일이내에 발열(37.5도이상) 또는 호흡기증상(기침,인후통등) 발현 시 강남구 재난안전대책본부(02-3423-5555)로 문의바랍니다.

",서울특별시 강남구
